cartId,productId,quantity
10602,5752,9
18179,10446,4
4073,1269,7
18898,4324,6
11196,6475,4
14597,13424,7
18888,12732,8
3490,13361,3
16311,18554,8
12113,11842,7
10707,941,6
11323,15666,3
18093,457,7
3214,13795,6
18119,6515,1
19899,13899,10
10317,1264,4
5730,16137,9
18887,12940,9
9190,18520,8
15097,6892,2
8132,17865,2
3110,1463,5
7797,3087,2
14843,17552,4
4993,18135,5
16325,11191,2
248,9335,7
15739,7186,2
5271,3047,9
18115,4158,7
1178,15171,9
12065,8082,6
2206,7599,9
3213,3742,10
15987,5922,3
16700,15539,7
8664,19470,7
5771,8056,3
15833,2351,10
16826,481,9
5552,16665,9
13403,8602,1
2095,9414,4
17464,16418,9
18518,18844,3
15553,12628,6
16826,18158,1
3882,19235,10
11939,1209,7
10731,8306,10
16927,10037,9
15709,4145,4
5569,1544,8
19492,16521,7
17627,12673,4
16017,7269,4
12615,16237,7
8563,18948,7
16247,12692,5
6779,10664,1
7984,3712,4
18340,15661,9
18241,15829,6
17136,12443,10
79,8937,10
11370,1986,1
17490,12490,8
89,9656,5
6370,8165,4
386,13744,5
7151,4536,4
9868,2560,3
4175,4259,10
11803,397,4
1812,13666,1
2403,4226,8
7806,13673,7
10077,11090,3
16834,18473,2
770,1126,9
12456,18518,5
18212,9833,7
3350,11387,3
16956,15402,7
10087,6457,4
287,17204,3
4815,10694,5
13915,15188,3
14090,12542,7
8391,9677,8
8032,64,10
11718,5127,1
15597,16828,1
15888,1331,3
4322,12178,5
9289,5261,8
10872,11967,5
104,574,8
117,2088,8
7041,8788,1
8375,2409,7
11274,13866,2
18608,12730,10
5495,18453,1
16394,11402,2
13553,12782,9
7096,7863,9
5971,7722,7
17051,13103,4
17938,10408,3
16155,16121,5
16457,8274,8
8456,17849,6
16482,19366,4
10357,8051,4
9484,16476,9
13502,3755,5
15608,18774,6
13789,10643,6
953,13857,6
15733,9613,6
13550,18318,3
16145,19659,1
14537,930,2
15272,15618,9
12701,16633,7
3006,1472,2
18415,12192,10
19670,11946,9
11444,14141,1
10371,13329,2
17936,16342,2
3488,13092,6
19908,8151,7
10640,7704,5
11894,15639,8
12630,7856,4
6527,15501,3
1594,6756,9
17759,452,1
14083,12675,3
14905,7331,4
11869,7933,6
5924,11472,4
2556,16785,10
10561,2527,7
4994,15786,4
15538,971,6
10954,4126,9
8869,13998,9
11946,2413,5
7881,2222,5
10491,16097,8
4829,2115,8
4553,13910,5
11081,7712,8
2866,18864,5
12803,6552,3
1655,7034,6
13926,10756,5
4397,14286,4
3737,6695,8
16849,15331,3
3936,18314,9
19826,5972,9
14216,18221,4
2481,2559,10
9468,4850,3
18936,6861,3
2701,7711,5
793,11810,9
1753,14936,5
3796,14870,9
12912,537,7
9447,4572,2
16425,16949,1
5947,6841,1
5493,2810,3
8634,6767,8
6483,3551,10
11937,17752,2
12450,12036,5
11142,14440,5
19602,8207,5
6912,10463,9
10394,12013,5
4991,15790,5
15280,8599,8
12390,12595,5
15444,8186,7
16629,1374,7
3559,6093,4
14564,6185,1
5688,10343,10
13226,4215,8
18930,10897,4
580,8219,4
18577,6017,1
10388,1152,7
5590,7882,4
17530,18066,5
8130,19608,8
3192,14457,3
17278,841,3
17810,5393,2
4073,2749,7
16608,12014,2
5827,12303,2
14233,807,8
10120,1083,2
13322,5418,10
13508,14394,5
12898,7741,2
3942,10981,3
6382,7649,9
1915,10294,3
689,7207,8
2096,11595,6
18558,2093,6
18372,7672,2
16904,1246,3
14515,1866,8
1938,19274,3
4017,4027,6
8375,14639,10
1267,7841,3
1697,10342,10
16596,5139,4
17863,16369,1
19890,7681,10
16425,15895,3
13380,9995,2
14893,14700,2
14497,14930,8
7002,8208,8
9422,4195,1
4744,16175,3
12789,12891,1
16889,7041,2
18161,14240,7
1375,17513,8
2945,11951,7
12253,19863,10
11811,9428,2
6188,12324,7
17871,12697,4
14165,8050,9
19233,19621,9
6795,2421,3
1605,815,2
8892,14170,4
198,9855,1
5460,13968,9
13727,4636,4
15630,14795,7
17231,5192,5
4769,6523,7
12459,12013,7
3434,4574,5
2117,14117,4
2986,2462,4
9265,19495,7
5101,9477,5
14826,19679,1
2062,19658,8
5053,12981,9
12944,975,10
19268,11664,7
13885,7041,8
5333,9898,9
12103,18938,10
1721,17441,3
5135,4974,9
3986,6864,8
14719,8643,10
15553,19660,5
11054,17467,1
10913,6947,6
12559,15370,3
15567,17161,10
10066,3572,1
16117,11583,7
5911,18985,3
85,15054,5
9590,8060,9
9791,13206,5
10372,18517,8
8393,4689,5
15182,12430,3
16249,10908,7
5631,1357,6
3340,56,1
19008,10671,3
14821,12403,8
19301,10506,3
16262,10722,1
11781,8189,7
9946,13345,10
8309,7329,7
12322,12312,1
14760,16462,1
801,16795,9
5442,18114,2
11645,5679,8
15516,4432,9
6397,19747,9
18281,4056,2
13240,2379,2
4636,17321,6
13986,16252,3
11796,5903,9
14111,12084,8
4113,18566,4
14179,5395,1
5946,7210,7
18052,17091,4
17894,19079,5
3242,564,5
15377,8554,5
5242,9266,10
17280,8211,4
19579,17062,1
17501,11973,6
1310,19195,10
10883,15770,5
8579,2416,8
16919,13421,4
12763,11815,2
2827,3694,10
14365,19487,2
7945,1844,10
12858,19896,7
7974,3242,3
1505,17917,7
7103,5688,6
11075,7357,9
10210,14058,9
14996,5672,2
5800,6564,3
1703,14298,7
16009,3200,1
2412,1153,4
7050,4437,5
8320,14849,3
17643,8797,8
5351,18446,2
10910,13801,4
16367,4065,1
12915,13373,6
10628,2893,2
6640,19083,4
4835,3990,4
17500,13597,8
5759,15189,2
5742,2042,1
7281,3949,3
1488,18021,8
13480,1711,7
16384,14586,6
13946,3328,8
8245,13066,9
19807,7268,8
17951,1769,4
4381,7378,4
3879,15916,10
13767,14770,2
18977,13120,5
19420,10488,9
7041,2998,10
11120,4047,6
1101,9059,10
2452,390,9
2428,1754,2
3477,3778,8
201,1918,4
10270,4076,7
12004,14285,5
15257,5761,3
8667,14856,8
2908,13017,5
10799,3687,3
5055,1745,6
17807,9367,10
15011,6872,9
18192,10202,10
8095,7268,7
10506,14012,10
5876,17994,9
13022,8037,8
1189,1519,6
11344,9138,1
7739,12689,2
6065,12766,10
12626,9977,7
17657,11792,2
5354,3196,5
11601,5982,1
8874,8585,6
4181,10897,8
17171,735,10
11153,12211,5
7105,13510,3
7353,17261,8
15642,17199,10
7278,5095,10
19291,11785,4
8587,13962,10
9256,8794,6
5684,7818,5
1478,6345,2
18905,13037,4
17706,6632,7
5131,4211,5
17072,11281,4
10708,5092,9
8726,1610,9
19157,19665,4
1732,15077,9
3513,9234,6
17743,11837,7
11934,17456,7
6761,5383,4
14994,4038,2
13541,8416,2
14103,1166,9
11080,17603,1
10757,17152,9
7083,3977,6
5155,3250,3
654,9108,6
12297,5361,7
18654,19674,1
7261,7379,4
57,5772,9
13653,18151,2
1088,2699,9
1838,19930,5
1163,7767,3
5817,13402,4
6856,1926,4
9147,15184,2
15992,6926,3
9776,3059,10
10232,13521,10
18095,5439,8
12578,352,4
12189,11279,8
16791,9720,2
225,1028,9
18774,9948,9
3476,11008,5
1346,17050,7
9114,17138,5
10561,11663,2
16525,5043,3
5587,13322,2
609,8988,1
677,4022,8
16782,10193,3
3185,11499,6
8801,107,5
18803,9201,6
9142,3149,4
1023,18323,4
12434,1185,3
6773,6212,2
13924,4008,6
15350,19845,8
14550,825,8
8087,17994,5
10495,11660,3
15039,8839,5
1101,17719,7
7750,9884,6
252,17653,9
4057,3834,3
6586,10315,2
13460,2626,9
7113,19786,5
3938,1898,4
3957,11823,9
6631,4007,1
2412,15355,5
16628,17617,8
13414,1482,7
4851,12453,10
11382,12037,6
18784,14044,3
5100,7358,5
7373,6465,10
816,2402,5
15434,17072,9
3330,12186,5
15252,6941,1
429,8384,7
14109,9801,8
16996,8221,9
18196,1323,7
15217,14642,5
15167,14621,1
18494,13333,3
13128,1017,1
12278,17614,1
6040,5757,8
11819,4189,6
11749,3764,9
4467,11451,3
3383,12253,6
2573,17393,5
5117,7088,5
508,6041,1
2632,17086,6
17311,17283,5
12579,12516,1
19817,15038,7
2264,7126,3
5398,3183,9
18930,3779,6
19184,6588,5
3715,3113,9
11347,3367,4
19122,8965,10
7003,19830,1
3259,17028,7
17508,5249,2
18712,11225,2
7381,6451,5
17040,2948,4
16908,13459,6
12362,15651,1
12841,12995,10
8157,5673,7
8801,4366,10
2058,14159,5
5822,4246,8
351,18016,8
13714,5661,7
19683,13595,5
8562,6789,9
5827,14360,10
4054,19977,1
17231,15193,4
5604,10583,7
17519,5454,7
12083,1621,7
1821,2797,6
12681,2728,2
11390,733,7
3104,2640,4
332,1717,6
15098,3547,2
19481,2,9
8659,9191,3
1659,5954,3
7128,6277,5
18040,11175,3
6476,4762,10
9731,19626,5
14927,16550,2
5370,953,5
16229,11796,9
4514,5897,6
19756,11194,3
3245,3123,8
15602,4702,7
14270,17373,9
5175,14737,1
8075,9484,3
12058,16669,3
3427,3636,8
17073,9971,6
14121,12037,4
1341,3719,9
18645,12246,4
7662,342,8
19443,1913,7
5292,3284,9
8173,13615,1
7910,11173,1
17447,14816,7
3674,7770,7
5739,8413,7
11430,338,5
3485,1130,7
2183,16222,4
12435,11255,8
19692,9002,10
19677,3148,3
10196,11495,4
16651,12437,2
8866,12339,7
10387,11189,9
16833,13357,5
3342,4279,4
2490,2666,6
7,2351,7
7153,9549,9
18637,18145,8
7983,2649,9
18340,13357,6
17551,13936,4
16207,13114,9
8305,12699,5
3553,11302,7
11574,19925,3
11047,17231,4
11431,12864,2
18744,2010,3
12450,10621,5
18546,7379,1
17384,10680,9
10767,792,10
12565,845,8
9983,15974,6
16847,8020,3
4761,5907,1
6135,6143,10
14663,584,9
7374,17390,7
18051,11076,6
5287,3273,10
18745,13603,8
15956,12571,1
8827,6586,9
19521,8757,7
18114,140,3
1194,1759,5
12394,19678,5
12580,4294,1
16352,13553,3
11837,546,1
16996,3207,5
16471,7468,9
8572,3132,10
18023,15134,8
9173,17154,4
18301,16072,6
15451,16405,5
11467,15609,7
14525,6046,4
16294,9814,10
4389,2310,5
6426,12821,9
5389,9906,8
14851,4117,8
8762,8791,9
12329,1659,9
774,3479,8
8859,4912,8
1260,16439,3
10924,2680,1
12907,19921,4
13195,5679,4
255,13408,2
2731,15731,5
32,17465,9
7622,9956,9
997,13992,8
10815,8042,2
10712,18445,5
17539,3125,5
2594,9133,2
978,4047,1
3825,18861,3
13596,16378,2
11203,4881,6
19145,14033,7
16167,12948,10
13520,12244,9
7956,8844,4
6968,482,3
8757,14870,2
16700,17484,2
18489,14277,2
18693,5610,10
13794,15529,8
11378,14175,7
3254,17813,8
14472,8142,5
2634,5726,6
19882,7537,4
11699,4377,10
2913,13337,10
15574,7379,7
16675,11511,7
1336,19860,7
12970,1935,6
14496,11870,8
1139,9502,5
7726,10736,7
1506,2022,3
16511,1914,9
7943,9878,6
11261,18459,4
19564,3123,7
12829,13899,10
19958,15286,5
6793,1552,7
19361,9459,5
18947,10354,5
15209,14784,5
16221,7326,7
3569,12888,1
19415,8446,6
3350,14532,7
16751,4867,9
1523,11522,3
1810,4564,8
3365,17530,2
1584,9399,7
8981,470,10
16801,11187,7
19115,11138,1
6366,12664,9
965,998,4
12605,3942,10
15485,1962,8
9147,8377,6
594,5905,6
10736,5279,10
16584,10527,2
8922,669,2
4816,8281,5
15917,19605,7
14015,14926,9
3366,17111,8
4058,3233,1
4614,7583,6
7820,4282,2
13932,11286,4
1170,784,2
17774,18223,5
461,7445,9
11164,11037,1
12573,1776,10
2356,1088,2
2870,14503,10
15983,2212,10
4344,12600,7
5441,14101,3
911,4037,8
2302,8740,9
2939,7989,7
6341,13808,3
7037,11657,8
15993,1816,8
8633,17048,2
13729,11071,5
11805,677,8
12208,9003,7
17097,10419,6
17378,19526,4
650,5457,7
3215,18784,6
18718,16245,8
2901,18049,7
14559,11579,3
19606,9894,4
15018,6560,8
7211,9974,4
1650,11105,7
8992,4428,3
2786,1850,7
6089,14580,1
16683,6246,6
12213,7132,4
1747,10268,4
15033,9133,6
18228,7992,8
12995,12925,7
1314,13620,8
3325,19624,2
16168,19819,6
17387,6017,3
721,10824,10
19288,8093,7
10554,167,5
15044,13033,2
19325,4871,9
8789,3203,8
7961,18490,8
2261,15140,7
16815,7448,4
9534,8424,1
17531,5429,1
2656,15747,5
14425,18739,3
1588,9848,10
9492,16905,7
16721,3135,2
8092,10412,8
12329,11824,9
5733,728,1
9362,14835,3
10391,13386,8
7551,17758,9
15398,9980,4
3265,3166,6
17269,17815,10
16465,13402,6
12348,17926,4
9123,9052,10
3828,7629,6
19521,14257,9
6390,9229,6
8557,6215,10
10990,6438,2
8573,1947,4
16519,7467,9
17825,15382,10
12089,2760,7
13594,6015,7
11578,13376,7
12192,628,5
2460,14146,9
19346,14110,5
13446,7651,4
1152,2339,4
8331,10730,10
2147,10857,6
1110,3140,1
19722,10199,6
2732,12755,10
3043,4459,7
12558,18743,3
15015,14090,4
17760,187,3
9744,6992,6
9859,8550,8
5597,11181,8
6872,16398,5
16669,14732,8
10587,19358,1
9285,18807,6
3015,7767,9
6536,17677,7
1979,6066,3
15880,5177,4
3668,18800,3
16469,12160,7
10131,4961,10
2435,5456,8
6417,9830,2
15411,8021,2
17458,16834,3
14656,2812,2
9518,19198,4
16418,8659,3
19042,9904,3
14766,30,5
14369,11369,2
16825,5109,10
2477,2490,4
5538,19984,4
755,13955,3
6400,4579,1
5696,1709,3
7203,5124,8
10178,795,6
8191,5146,4
296,430,10
5445,2042,6
2922,16,1
16063,5254,1
5107,7954,1
2152,14166,1
3644,4254,9
16092,17840,9
320,11050,5
8901,19393,4
1719,5099,7
5465,5473,4
13790,7615,1
13827,7564,9
2801,10027,8
17873,14714,5
14674,11852,5
7419,8815,7
13672,6749,5
113,8182,7
14244,9232,5
12637,5797,5
12676,17262,6
608,16347,10
5274,4850,10
18377,15582,2
19437,17287,8
13801,6850,6
14893,4228,2
1154,14882,8
4282,4942,8
4362,9296,7
16173,5973,10
3139,4453,3
1976,17804,1
5722,13950,10
9629,16516,8
9099,15249,2
16242,4828,3
7163,14337,5
18745,15116,3
1341,4933,4
2190,2323,9
1123,13159,3
18348,8637,4
17052,8474,2
15189,9143,1
7478,18582,4
19300,552,9
18622,16436,5
14687,12687,1
939,15278,8
4048,5053,7
639,14675,4
1809,11341,5
10026,12055,6
11046,10287,5
14032,5587,4
19913,1658,2
17279,10114,3
1130,17962,9
9079,15283,6
10243,1592,8
15186,9707,5
16918,1941,7
6091,3942,8
5245,19927,10
1596,12036,8
15642,13759,3
10365,15566,10
12517,2347,7
18378,9169,8
3016,7907,7
6280,14116,1
18134,11927,10
11895,824,1
15952,13658,5
16706,19371,9
14195,1254,2
18741,12010,6
1215,15690,4
8619,14168,9
12031,14430,1
1051,6832,1
5703,10097,7
11212,12364,1
9221,10804,3
11656,4083,3
471,3423,6
9874,15070,9
12833,13349,2
18035,13270,1
15154,10451,1
8233,12003,5
3140,6849,7
2636,7828,3
598,15726,9
15642,18633,5
12510,3570,7
6014,1920,3
15774,13108,5
9167,17808,4
15761,16080,8
12541,2942,6
14402,7921,3
12150,468,5
3996,3825,4
961,18713,9
9029,11096,3
18213,11795,2
3653,4001,7
13795,12635,4
12668,1533,4
16752,10713,4
17131,8692,9
9295,16741,5
7840,2484,10
5845,9276,3
5641,17254,3
10376,8107,4
14925,8753,7
16593,19932,8
14887,6534,4
18545,19189,10
19878,18952,10
4528,4353,1
5688,13018,10
8894,9154,3
993,1692,8
13559,10053,2
6105,17369,7
12175,9093,3
13809,15657,8
2016,15328,9
13695,1533,7
9883,7916,9
2805,4799,6
925,15004,1
3923,18014,3
6093,7910,8
16106,8521,1
9159,881,1
12488,19733,1
6261,12085,3
5600,10519,6
3545,5020,8
3883,15346,6
196,5516,3
7220,3053,2
11360,11543,4
3221,9208,7
9979,1761,9
1843,1297,5
16658,18373,3
9677,17732,10
6747,602,9
12386,10879,5
11599,10775,3
1733,17140,8
16482,9089,1
148,2702,6
14735,5052,9
5458,6603,7
16006,19651,3
3531,14574,8
7811,7066,1
3051,782,7
12140,1510,5
3381,877,4
17518,3545,5
9309,3172,3
5479,980,7
13157,9997,1
3195,9055,8
14681,10868,5
3477,16985,6
7854,4093,1
6174,19610,3
10119,17859,8
18306,13510,1
10360,3521,2
8140,17016,3
4808,16340,9
19091,18505,4
18235,11462,2
353,14100,1
370,10543,9
998,17849,7
12576,6204,8
4889,18903,7
4317,9785,9
19877,534,3
13905,7759,5
5864,967,4
3953,6595,4
6076,14644,4
9002,8274,3
8468,17760,1
560,8772,10
11904,17943,1
17801,16544,9
8518,3870,5
4131,1453,10
3619,12368,2
7225,14574,4
13989,3749,3
19553,10400,7
6294,19560,10
7207,1588,4
12915,4533,3
3926,6211,5
10823,15484,8
9512,3647,10
4920,12657,8
9523,19754,5
15565,6633,4
6001,9153,10
1206,5817,6
18343,8090,1
10000,5814,5
18975,17044,6
17738,15712,8
5602,2581,6
9981,17447,10
2412,16376,9
6161,11877,7
3815,4843,8
14918,3856,2
10004,8765,5
706,19983,7
18734,12656,4
1726,8056,8
14539,14857,5
13353,17837,1
12841,5417,7
15560,16685,9
277,16991,9
13769,2726,5
645,15390,5
490,13807,3
9849,15454,4
4485,17448,4
13961,4246,9
1608,4865,5
10808,16455,7
9014,4661,10
13498,6276,5
7139,14299,4
13049,5390,7
2952,16415,1
11333,3606,10
14217,14624,3
2382,14116,1
8727,13045,5
1389,13868,10
9458,18248,10
8081,11414,5
1616,17721,5
18292,1037,4
18595,17430,2
3573,13402,7
19791,13974,4
10164,7620,10
5267,9554,10
6491,11876,3
6751,11188,8
13491,18637,5
12352,13259,6
15126,19921,4
15483,11258,8
4420,11897,9
11880,2573,5
2483,11569,3
10694,549,8
12146,13878,6
11211,16289,9
12050,13089,6
8847,4342,6
19147,9951,3
1195,8173,4
4732,3480,6
3891,8781,5
12305,18351,10
3044,18087,7
8361,7320,7
16386,5157,10
678,17431,10
6373,7134,4
8349,17384,6
16159,5720,5
6732,4799,6
15061,4179,9
18019,15521,7
807,3495,10
9887,4490,8
10846,1967,2
7308,16371,3
12131,1457,2
1190,19943,1
11247,8088,2
17454,5813,6
19359,12644,2
12700,6981,6
12832,18330,8
9925,13719,7
19989,6297,8
14767,17251,4
2785,8869,10
1470,4735,2
11329,5710,9
12557,10360,7
7130,11661,4
2837,7789,1
16147,8949,4
9627,13493,9
1582,8334,10
10190,1525,8
7550,281,3
8831,17053,9
4230,13176,3
1076,16200,7
6701,4037,2
17140,4092,5
14340,19807,7
11827,2930,2
4597,2576,8
8315,14324,10
2840,8618,1
880,17675,6
4462,7423,8
13014,3943,9
5671,10247,7
13394,9838,2
10109,10430,3
17129,14513,8
2774,16124,5
3655,10395,9
11354,1733,6
617,15394,9
5630,8062,3
15108,11878,4
18191,10410,6
9435,17104,8
18676,6432,5
15505,3227,2
14672,16579,10
16439,5089,10
11588,18942,5
15869,15865,8
7915,12873,9
13619,10998,4
7126,13778,8
13689,9918,7
4394,7719,4
4134,14729,2
1710,16880,10
9880,12791,5
19803,19213,9
831,9702,3
10936,14007,8
1908,6856,7
2633,16291,8
11836,14326,8
11203,12766,2
537,2938,6
4282,18453,6
19673,10390,8
19833,4358,7
18804,12716,2
17446,6890,7
16384,11847,7
15434,257,10
13102,13634,4
5003,6683,2
12734,2673,5
13671,950,10
7594,11709,4
6007,7015,2
18442,19207,1
1264,2615,10
13788,11206,10
17360,8229,9
4556,853,1
169,2028,2
5084,18965,1
10262,4853,6
10724,3311,10
13428,18544,10
14933,7152,4
15141,318,2
16913,2190,5
17771,3671,9
4322,18886,6
13515,8237,2
10369,9642,4
197,2481,6
7095,15423,9
951,9534,1
16752,910,9
9960,14701,2
7100,9053,3
9220,13535,8
3853,15942,5
9969,13714,10
4840,158,6
16849,4722,9
2130,19539,3
15936,2634,3
5387,3155,10
17762,3668,9
12517,10708,10
6336,1893,10
8106,10792,5
18191,3910,1
15761,12892,7
8093,13847,3
7770,9035,8
8205,1837,10
18482,17308,5
2978,14014,2
18493,6705,7
12396,5999,3
16698,14110,4
6062,11299,3
432,6790,5
12864,5154,6
1974,18524,8
16480,1986,1
5148,8054,6
15090,9410,9
11592,14850,3
11589,4887,9
5436,11281,7
1813,9712,6
9878,1087,3
2016,14674,9
15913,8231,4
10143,424,3
13551,4536,4
19676,16089,6
1361,13660,7
12909,18732,2
12974,9578,2
7215,2115,4
6729,5226,4
8761,3353,2
3369,9506,5
10244,16523,4
5578,13055,9
7387,16038,4
7619,3430,10
9492,5391,7
8535,12787,1
19880,11753,10
17044,13692,3
7020,13193,7
999,16669,4
18147,18789,1
13675,12650,5
5827,16165,5
16771,13852,5
16553,15589,8
16412,18441,2
10511,18026,5
1938,3181,4
9176,2402,10
8830,2225,2
12685,6181,4
19856,14517,2
8886,1090,6
4421,10932,9
14636,13746,10
6727,12898,9
8573,14653,1
7363,7626,10
9936,11215,8
7983,16189,7
11859,15105,6
17412,4186,8
3197,5280,2
3191,3857,3
3750,17603,2
13326,1506,2
534,16053,7
17809,14733,2
5854,4811,3
4157,12135,3
16995,17577,1
15400,19802,5
2032,15957,8
12366,14584,5
17607,16021,1
19960,12563,10
2134,4073,8
7071,5241,4
2469,15801,6
19903,14557,4
17533,2006,10
6719,16403,10
19757,13442,2
2832,18479,1
4662,15271,3
5336,15324,7
19844,5906,7
11227,10816,6
177,10761,5
1529,15408,4
18087,16707,3
18199,8777,10
4940,124,8
6245,1027,2
5333,17321,2
1404,3653,2
9404,8678,9
17914,7422,10
14518,17185,9
19115,3061,8
13806,256,8
1095,16444,1
5877,7778,10
10623,353,6
17290,317,8
11502,13863,10
16732,9539,3
11381,9278,7
9247,14432,5
10849,11355,10
820,17039,8
7112,3203,2
10852,15772,4
5137,10830,6
1717,9280,7
18836,3109,8
1432,16533,4
16899,13382,7
10386,5836,10
3724,7609,10
1680,1519,7
5083,17295,2
3329,19169,5
15327,12078,5
10383,10160,10
14779,8944,9
1176,6041,9
7998,13417,1
17135,988,1
5465,17453,9
18534,14622,4
3729,6237,4
18076,14066,6
18334,14527,8
10797,9345,9
1375,16577,9
1905,176,4
17568,11664,1
16460,15761,9
15251,12612,7
19062,13670,2
17778,1911,2
6128,9483,10
5652,13512,8
19886,13117,7
5280,17696,3
1166,12057,8
4398,13230,1
7349,12296,7
4650,11865,1
12415,2779,6
6486,4705,9
11722,6206,7
16669,1335,7
11612,2987,7
12407,10491,2
8730,8020,5
460,58,1
3231,14586,5
7915,12223,2
960,785,2
2590,16937,9
18724,9712,1
6258,9231,2
16107,12455,6
2074,6011,3
13126,10044,5
19849,16943,2
8000,8085,1
3157,7806,7
14343,15716,5
14086,7081,7
7121,11181,4
18268,5712,1
5738,13965,1
7914,1136,9
19008,1867,7
17909,14105,2
7914,1907,10
19707,5276,6
5308,11892,3
14432,12932,7
14828,13842,10
14447,18681,9
4910,2372,8
11044,7144,8
8421,10519,4
8818,17899,4
9412,3992,6
17041,6743,5
14936,9497,9
8636,10899,1
5763,7707,7
692,14283,10
10353,11304,9
1438,13469,6
18822,13672,1
16817,13905,10
13141,6734,7
19631,5809,1
14608,4584,3
14610,6338,8
649,8617,1
6709,17651,3
17193,14237,9
11138,14688,4
13682,4642,7
3033,10912,3
9234,9683,4
10973,4012,5
19394,11311,8
591,2635,9
15233,19662,9
8702,5583,6
1496,19222,5
17919,6790,3
7461,17788,7
8172,6621,9
13697,10249,10
6602,10753,4
6838,9924,10
14608,7334,8
4187,5954,2
828,259,9
8154,12172,3
16408,18366,2
906,17999,8
4354,6913,7
4640,212,2
2481,11106,7
19000,8963,1
10660,14846,9
9575,16301,6
14016,3021,3
9396,18620,8
19723,16647,1
7165,13372,3
6425,14625,1
6686,10382,4
11723,9964,7
17641,10317,8
6414,5264,2
6324,8721,9
1239,17046,8
12019,16448,1
14837,10573,3
4771,18931,8
13598,12408,3
18085,11111,1
3706,759,1
3422,19451,3
1408,13031,9
12320,9718,10
17746,18040,9
7997,12132,6
6679,10221,7
1364,19951,3
19037,15260,1
13080,12615,4
1771,14057,9
14113,7709,9
7327,7285,4
9793,9043,5
10683,17618,1
17763,3879,9
7842,1155,4
17132,19534,5
1935,15272,2
15711,18161,6
18748,19189,1
18091,13212,10
10663,12997,8
4946,18189,9
15926,7204,8
151,2093,1
8876,2645,6
17321,5844,8
17564,427,1
7759,1983,3
15644,18205,10
9425,14986,9
18696,5837,5
6853,9680,1
16998,13862,6
12781,3503,5
4820,1371,9
10795,10946,8
13926,19423,2
9656,7616,8
16510,8973,7
2767,7096,3
13520,3709,6
19704,5824,1
10402,9983,7
14818,17467,8
3030,9116,6
13702,6633,2
17948,3812,2
13962,3736,7
10582,18552,9
6916,4277,8
4711,9959,6
9647,2881,3
4206,16405,3
19161,7280,4
13815,3685,6
2529,11192,2
977,6701,1
15222,7717,5
5150,10687,7
18590,6114,4
8026,4961,9
11644,2949,7
8695,632,5
17283,2800,3
9584,18935,1
7806,5196,9
10148,3301,6
1099,6084,6
1902,6796,8
115,19440,7
630,18381,7
9516,18931,9
2782,10118,5
19296,5822,5
12591,13279,1
18851,6399,7
2789,7523,4
914,14319,5
18523,454,1
10590,3941,1
19117,16041,4
16783,11692,3
14159,9443,4
19173,10195,9
13264,16296,2
17100,19998,10
18488,16859,2
8955,2623,2
8353,10009,10
3390,1504,5
15377,9221,3
14213,4545,4
13944,8000,2
17694,6888,1
12160,12836,5
14727,1499,10
10576,14417,8
11873,16239,3
12081,12856,6
13801,11012,10
100,10946,3
1616,14723,3
16085,8907,10
2490,19749,2
9068,6575,10
219,18631,1
1718,19620,2
717,9681,7
15354,8808,2
5454,11316,8
14766,10762,2
12907,6670,3
17918,6449,2
17960,13518,5
11531,9373,6
12556,10683,7
7103,19727,5
10108,19961,4
6473,18554,2
17786,19182,10
9246,12729,1
4622,19010,2
10758,18361,4
11782,16380,10
9581,3655,10
13877,15957,7
1232,7816,1
8252,2618,4
5370,11847,7
13501,4630,7
2,17357,4
907,4027,7
6200,3107,2
6823,213,4
6943,12993,9
13068,8316,5
16675,15871,8
18960,14750,10
7475,7168,9
9355,15269,8
19263,9666,9
18995,4434,9
14434,19136,7
19368,8539,3
8756,3306,6
10191,5857,9
11857,14871,6
4491,3769,8
1018,10728,4
1081,12245,9
10408,11,7
7286,19332,6
12878,14087,8
4727,8760,9
19489,5738,6
10380,11396,3
7886,969,8
12854,19982,6
15848,10654,3
14732,4434,1
2158,10156,2
14739,7813,9
5086,9113,9
7371,13493,3
10915,5600,6
3509,16567,2
10656,10729,7
8089,16179,5
14302,13628,9
871,462,9
1644,15956,6
8282,12803,10
1118,17918,7
13816,15848,7
3535,12070,8
1891,15336,4
1017,7772,7
755,13838,9
4711,16928,7
8145,513,5
11334,14524,5
17575,18215,2
3765,14904,8
16038,42,1
14255,17399,10
12106,7735,8
13406,10071,8
14976,12399,3
1592,16436,8
6619,10082,6
8771,4774,10
11146,7916,9
10785,19705,10
4957,9060,9
1699,11497,1
5618,15508,8
10138,8251,5
13313,2973,3
13586,9753,10
4262,2555,1
10441,3915,8
13294,14939,8
7021,5977,4
245,19312,4
1015,14507,8
13939,772,10
18322,1893,1
16656,19728,10
12035,19601,4
14852,4540,10
5250,7211,5
18978,17751,2
10845,2728,2
13789,8287,9
1444,13007,10
11596,2029,1
4057,13984,1
18896,7701,1
991,3585,3
7832,4984,1
12211,3296,3
15122,17437,5
3894,6703,10
18209,3226,1
13106,6445,10
4125,10650,3
13114,3500,8
8839,10834,1
12425,16631,3
6107,8479,4
5739,14451,3
3459,7121,8
4336,6258,1
6332,5532,4
2428,4301,1
6600,15899,8
9583,7819,4
3397,5764,8
18716,1583,3
544,18565,10
8219,19245,3
11974,1500,10
