userid,createdAt,totalItems,totalPrice,cartStatus
1240,2020-04-25:16:47:22,918,8541.99,shipped
1241,2022-08-22:16:15:11,932,3926.01,processing
1242,2022-03-05:01:55:31,123,1577.37,cancelled
1243,2020-11-11:05:20:25,18,960.76,processing
1244,2022-09-17:07:06:55,973,2425.91,pending
1245,2021-05-31:21:00:06,545,3670.87,cancelled
1246,2021-09-23:14:18:22,640,4069.5,delivered
1247,2020-08-28:05:32:16,885,9024.08,cancelled
1248,2021-01-12:07:05:42,139,1945.22,delivered
1249,2021-02-15:09:17:54,941,8471.4,pending
1250,2022-02-04:23:31:21,777,2588.33,cancelled
1251,2022-01-02:01:20:18,54,363.11,cancelled
1252,2020-08-23:15:00:10,949,3929.14,processing
1253,2022-11-17:14:56:47,123,3498.5,pending
1254,2022-07-10:10:49:36,493,3270.18,cancelled
1255,2022-04-20:08:11:19,268,6772.34,delivered
1256,2022-06-22:12:36:03,868,8367.96,shipped
1257,2020-05-20:07:57:33,108,5964.98,cancelled
1258,2021-07-03:15:54:44,579,5817.59,processing
1259,2020-02-05:07:04:57,805,715.73,delivered
1260,2022-08-22:01:46:32,672,5340.45,cancelled
1261,2020-02-25:03:15:23,617,1157.43,cancelled
1262,2020-02-24:07:21:53,378,1938.16,delivered
1263,2021-08-30:04:21:53,56,1980.49,pending
1264,2021-05-26:13:36:19,336,7537.33,shipped
1265,2020-09-10:23:49:17,745,683.66,delivered
1266,2020-04-25:12:39:21,182,199.63,pending
1267,2020-12-11:06:02:21,822,6930.0,delivered
1268,2022-05-11:23:10:23,325,9260.39,shipped
1269,2020-08-16:17:09:16,895,5469.58,pending
1270,2022-09-17:14:28:53,328,1506.46,shipped
1271,2021-07-20:12:08:19,923,4514.38,shipped
1272,2022-10-03:03:43:41,733,1863.05,processing
1273,2022-04-26:04:12:06,79,3806.88,delivered
1274,2022-04-23:01:25:39,312,1181.76,processing
1275,2020-03-15:11:20:32,527,8649.59,delivered
1276,2022-01-27:04:50:50,150,4212.93,cancelled
1277,2022-06-09:07:36:51,444,9110.06,shipped
1278,2022-05-07:05:05:52,768,9980.66,shipped
1279,2022-03-08:04:42:01,405,178.5,delivered
1280,2020-01-21:17:32:56,932,643.21,delivered
1281,2022-06-21:09:52:11,535,2217.53,pending
1282,2022-03-18:12:04:46,730,7404.31,cancelled
1283,2022-06-23:15:05:06,937,6365.57,processing
1284,2020-11-09:13:06:20,492,9736.3,processing
1285,2020-12-11:02:50:11,358,9873.11,delivered
1286,2022-05-27:08:34:58,100,9808.08,processing
1287,2021-12-24:21:51:24,935,3788.72,shipped
1288,2021-03-05:03:21:50,672,7351.54,shipped
1289,2022-01-03:23:30:49,159,9624.97,processing
1290,2022-11-29:07:24:05,733,79.41,cancelled
1291,2022-06-28:15:48:34,821,6714.9,processing
1292,2021-10-22:06:08:03,473,1869.32,cancelled
1293,2021-08-10:18:17:47,959,6214.39,pending
1294,2020-10-16:05:47:21,846,7600.08,cancelled
1295,2022-07-25:11:35:14,853,2739.15,pending
1296,2021-05-30:02:33:33,808,4825.57,pending
1297,2021-12-23:17:06:36,848,7337.97,cancelled
1298,2020-02-13:03:47:17,817,7525.99,cancelled
1299,2021-09-14:07:48:58,946,8148.28,pending
1300,2020-01-03:07:17:25,944,1880.99,delivered
1301,2022-04-22:00:08:12,775,7022.85,delivered
1302,2021-07-29:11:03:34,603,6555.35,shipped
1303,2021-04-22:21:46:18,167,9792.14,shipped
1304,2021-07-07:07:09:34,752,9502.99,cancelled
1305,2021-02-08:05:20:33,185,136.59,pending
1306,2021-07-25:21:08:57,558,9228.95,cancelled
1307,2020-05-16:10:13:57,794,2872.74,pending
1308,2021-11-10:19:13:53,370,7617.98,processing
1309,2020-09-06:19:58:04,651,2662.29,cancelled
1310,2020-05-10:00:01:03,998,1958.55,shipped
1311,2020-07-06:08:31:36,647,2115.01,pending
1312,2022-06-21:16:20:23,475,6733.67,delivered
1313,2020-09-14:06:00:14,84,4959.33,cancelled
1314,2022-08-25:03:14:07,295,8609.5,delivered
1315,2020-05-27:20:37:31,894,1518.54,pending
1316,2020-04-14:14:47:13,102,1083.94,pending
1317,2022-10-26:01:56:17,461,6939.95,cancelled
1318,2021-12-07:15:51:52,535,9643.47,pending
1319,2020-08-16:15:33:27,851,760.21,cancelled
1320,2022-09-08:06:04:39,851,3011.73,cancelled
1321,2020-01-31:00:48:55,887,3654.89,delivered
1322,2020-12-02:09:17:54,512,8188.89,delivered
1323,2020-09-11:17:44:26,920,4664.7,cancelled
1324,2020-07-11:11:28:26,991,8862.62,cancelled
1325,2022-01-27:23:23:15,554,1297.95,processing
1326,2021-02-03:11:25:21,621,5290.22,processing
1327,2021-02-02:19:41:10,496,8657.01,delivered
1328,2020-05-14:21:25:40,67,36.25,processing
1329,2020-06-02:09:37:54,400,8201.93,cancelled
1330,2021-03-04:11:55:09,804,5903.08,delivered
1331,2021-09-21:11:14:49,684,5068.14,processing
1332,2021-11-29:22:56:03,768,811.19,shipped
1333,2020-07-04:16:58:12,207,1111.71,shipped
1334,2021-08-25:19:16:47,991,9529.85,processing
1335,2021-11-06:17:26:00,58,2611.3,pending
1336,2022-02-12:04:44:11,648,3110.46,processing
1337,2021-02-24:18:03:17,756,9586.79,cancelled
1338,2022-06-08:21:01:30,263,1796.43,shipped
1339,2021-08-17:04:38:14,399,9071.83,delivered
1340,2021-12-06:02:00:19,890,5869.14,cancelled
1341,2021-01-15:04:04:27,503,7837.68,cancelled
1342,2021-06-01:16:44:49,418,4614.98,cancelled
1343,2020-08-13:17:04:27,182,7028.62,cancelled
1344,2020-11-17:14:55:00,434,3507.3,shipped
1345,2020-11-19:15:05:43,536,8746.46,shipped
1346,2020-04-19:04:48:55,987,8480.95,delivered
1347,2021-12-26:17:05:01,729,9689.74,shipped
1348,2021-04-18:09:12:32,336,4526.03,delivered
1349,2021-03-26:05:09:11,162,3265.34,pending
1350,2022-06-07:16:39:09,152,1200.9,pending
1351,2020-04-01:13:46:22,303,5049.47,delivered
1352,2020-05-08:21:16:11,651,3016.26,delivered
1353,2021-07-23:02:29:05,495,6662.96,processing
1354,2021-02-20:05:24:48,132,6649.92,cancelled
1355,2021-07-10:21:37:41,300,3879.46,cancelled
1356,2020-10-28:13:09:29,533,1798.21,pending
1357,2022-08-02:00:59:12,273,7396.58,delivered
1358,2020-02-06:21:50:18,73,2488.33,cancelled
1359,2022-12-10:19:52:43,320,441.51,pending
1360,2022-12-14:12:34:22,840,5980.54,pending
1361,2020-05-11:01:47:59,862,7314.69,cancelled
1362,2021-07-05:05:24:12,970,9914.01,processing
1363,2020-03-12:19:00:34,574,2148.73,cancelled
1364,2022-03-17:01:50:46,941,965.15,shipped
1365,2020-01-16:17:55:01,737,1110.14,shipped
1366,2020-03-02:05:27:05,519,3765.73,processing
1367,2022-04-03:00:52:54,150,3584.69,cancelled
1368,2022-06-20:09:58:10,693,5227.59,processing
1369,2021-02-20:15:21:47,183,3348.39,pending
1370,2022-03-18:19:24:49,250,780.9,delivered
1371,2021-04-02:20:03:14,702,8455.65,cancelled
1372,2021-02-28:14:26:56,196,1535.6,processing
1373,2021-11-03:10:21:23,498,910.05,pending
1374,2020-07-24:14:06:31,179,6972.09,pending
1375,2021-09-26:21:54:53,522,178.59,shipped
1376,2020-06-07:12:19:40,96,1864.66,cancelled
1377,2021-06-26:16:18:12,342,8784.8,pending
1378,2022-04-02:20:28:03,760,2570.49,pending
1379,2022-11-10:10:10:11,496,6697.25,shipped
1380,2020-12-19:00:17:06,417,1655.2,shipped
1381,2020-09-25:09:13:53,959,2836.77,shipped
1382,2022-08-14:17:48:06,800,7188.28,processing
1383,2020-09-09:22:16:45,822,5758.48,pending
1384,2022-01-25:09:42:42,236,5646.8,delivered
1385,2022-02-02:06:20:52,261,5089.64,shipped
1386,2022-01-22:07:39:37,400,3902.51,cancelled
1387,2021-01-05:01:04:04,670,3815.25,delivered
1388,2021-06-29:08:37:26,592,5412.88,delivered
1389,2020-01-19:20:07:21,815,9189.97,pending
1390,2022-10-10:10:49:07,568,6041.64,delivered
1391,2022-08-06:17:53:01,392,4171.12,cancelled
1392,2022-06-24:06:33:29,725,89.52,pending
1393,2022-05-20:01:39:26,85,4854.05,processing
1394,2020-10-10:07:46:32,7,2618.59,pending
1395,2021-02-05:07:48:53,17,2863.81,shipped
1396,2021-11-03:23:11:49,618,2194.4,shipped
1397,2020-01-02:13:41:18,744,9113.33,delivered
1398,2022-06-04:08:31:21,131,8999.42,pending
1399,2022-05-21:00:37:06,430,4275.57,cancelled
1400,2021-01-28:00:11:56,83,3010.5,processing
1401,2020-05-17:12:42:32,863,1512.9,delivered
1402,2020-03-30:04:37:53,936,7109.33,processing
1403,2021-11-03:02:15:11,905,4011.14,delivered
1404,2022-02-12:02:18:21,829,6692.74,cancelled
1405,2020-11-22:04:07:17,532,6110.59,cancelled
1406,2020-03-08:05:34:55,835,2857.11,processing
1407,2021-04-07:10:32:14,30,3382.07,pending
1408,2021-07-27:11:06:46,227,9527.5,processing
1409,2021-10-15:07:45:50,765,8604.47,processing
1410,2021-11-10:02:16:51,960,9418.01,pending
1411,2022-12-29:14:14:38,950,8589.09,shipped
1412,2022-08-01:09:05:46,204,6765.57,shipped
1413,2020-06-08:01:15:19,251,5163.09,processing
1414,2022-04-19:07:50:42,583,699.02,cancelled
1415,2020-02-03:04:37:57,280,1966.91,delivered
1416,2022-01-22:18:52:24,478,235.67,cancelled
1417,2021-02-12:15:41:54,772,8459.64,cancelled
1418,2020-10-27:07:06:38,887,643.62,processing
1419,2021-04-03:06:16:24,994,3368.75,shipped
1420,2020-12-31:00:41:59,635,6067.15,shipped
1421,2020-07-28:10:12:06,642,5113.81,cancelled
1422,2020-05-27:02:59:51,897,7193.72,processing
1423,2022-12-22:16:44:04,881,5065.53,delivered
1424,2022-08-20:17:44:05,873,9615.68,pending
1425,2020-04-09:04:54:12,250,5801.73,processing
1426,2022-08-31:05:57:22,258,3699.95,cancelled
1427,2022-08-21:22:59:03,918,1997.75,delivered
1428,2022-09-29:15:50:13,36,9209.08,delivered
1429,2020-08-30:21:23:42,444,2781.76,cancelled
1430,2021-01-11:02:51:59,565,4783.71,processing
1431,2020-10-20:10:26:37,220,9873.75,cancelled
1432,2021-09-06:06:43:47,104,9272.52,processing
1433,2021-03-13:18:47:44,208,6563.24,pending
1434,2021-03-28:17:39:01,443,2702.26,shipped
1435,2020-03-13:15:05:26,437,7478.28,pending
1436,2020-10-29:01:52:48,626,1923.15,pending
1437,2022-01-13:23:58:13,349,6665.14,pending
1438,2022-06-29:09:45:03,686,195.95,pending
1439,2020-11-16:18:05:51,972,6220.08,processing
1440,2020-11-01:12:31:54,702,467.72,cancelled
1441,2022-06-21:12:10:40,999,6277.21,processing
1442,2021-06-15:12:50:48,763,4584.31,delivered
1443,2020-12-30:23:16:53,120,9177.72,pending
1444,2020-01-17:00:52:46,918,5725.39,processing
1445,2020-11-07:05:35:51,523,787.02,delivered
1446,2021-02-14:11:07:47,56,2016.66,delivered
1447,2022-04-20:15:44:08,86,2504.11,processing
1448,2021-02-12:16:40:40,766,6174.96,pending
1449,2020-02-29:09:02:05,444,1979.83,pending
1450,2021-06-19:23:44:56,539,7851.98,delivered
1451,2021-03-03:08:36:43,65,5045.27,cancelled
1452,2022-04-12:19:17:44,369,9413.55,shipped
1453,2020-05-31:18:12:55,88,237.19,pending
1454,2021-12-01:13:01:02,224,6476.32,delivered
1455,2022-11-15:16:36:25,253,3635.01,delivered
1456,2020-07-10:01:15:32,116,2670.13,cancelled
1457,2021-09-02:02:01:04,105,4350.54,shipped
1458,2021-06-25:17:37:29,303,5639.94,delivered
1459,2020-08-18:13:44:36,275,2333.41,shipped
1460,2021-09-05:18:51:16,592,8654.03,cancelled
1461,2020-05-15:04:58:09,712,6899.47,cancelled
1462,2020-06-13:20:18:45,678,2668.51,delivered
1463,2021-08-29:14:50:07,512,261.8,cancelled
1464,2020-01-18:15:24:55,494,9435.43,shipped
1465,2021-04-13:19:04:04,945,5230.85,processing
1466,2022-06-11:21:17:11,224,1165.39,shipped
1467,2022-10-23:23:23:10,169,43.54,pending
1468,2021-04-23:22:32:13,125,4432.92,cancelled
1469,2021-06-17:10:03:49,156,8133.19,delivered
1470,2021-02-12:23:02:33,346,9796.85,shipped
1471,2021-02-25:09:21:26,341,9082.8,pending
1472,2021-03-25:19:18:22,433,9997.12,processing
1473,2022-09-05:12:55:29,830,4818.3,cancelled
1474,2020-06-05:01:48:25,588,6503.62,cancelled
1475,2021-04-16:21:33:14,910,7073.86,processing
1476,2020-05-30:06:35:38,361,4999.31,cancelled
1477,2020-03-09:01:03:48,12,1675.06,delivered
1478,2020-05-27:19:31:12,356,3223.15,pending
1479,2021-09-05:08:52:47,775,8990.87,delivered
1480,2020-03-21:13:58:25,44,6698.27,delivered
1481,2022-01-29:00:30:36,815,3398.94,cancelled
1482,2021-06-02:19:57:22,901,5392.11,cancelled
1483,2022-02-26:15:24:56,152,5400.51,pending
1484,2020-07-11:08:09:38,757,4210.41,shipped
1485,2022-04-05:07:37:30,570,9415.26,pending
1486,2021-07-01:21:04:53,614,4795.0,cancelled
1487,2022-03-04:17:15:43,805,3626.07,shipped
1488,2020-11-08:21:50:28,30,326.56,delivered
1489,2022-03-28:16:00:45,668,6904.63,cancelled
1490,2022-02-17:17:26:30,235,822.9,pending
1491,2022-08-13:21:08:51,532,4932.38,delivered
1492,2022-12-04:13:25:40,502,1376.35,shipped
1493,2021-05-08:14:17:45,956,9696.82,cancelled
1494,2022-11-05:21:12:59,757,9333.44,processing
1495,2021-09-21:19:00:40,170,6400.96,cancelled
1496,2021-05-02:18:33:53,620,8958.29,delivered
1497,2020-03-16:13:02:42,424,8770.79,shipped
1498,2021-03-06:16:31:23,852,939.6,cancelled
1499,2020-02-18:16:35:47,896,8197.22,processing
1500,2021-02-16:15:28:32,527,4252.16,cancelled
1501,2020-09-18:12:03:46,996,2174.62,delivered
1502,2020-03-16:08:03:26,309,9219.88,shipped
1503,2020-08-25:03:46:56,991,9584.63,delivered
1504,2021-04-12:11:32:53,979,4525.65,pending
1505,2021-12-19:09:35:31,291,1679.17,delivered
1506,2020-12-28:17:46:32,635,7760.14,processing
1507,2020-09-26:00:38:12,674,4130.3,pending
1508,2020-04-09:00:54:33,399,7756.67,delivered
1509,2020-08-01:03:04:04,584,5771.22,processing
1510,2022-09-30:16:44:38,982,9747.63,delivered
1511,2021-10-02:09:22:16,331,3234.65,delivered
1512,2021-11-05:10:16:57,546,6456.25,shipped
1513,2021-03-22:14:09:23,701,7558.84,shipped
1514,2020-12-06:14:02:29,542,7238.84,cancelled
1515,2020-05-03:07:37:01,597,6874.49,processing
1516,2022-08-15:03:30:08,872,4882.34,processing
1517,2022-09-07:08:12:28,680,1737.38,shipped
1518,2021-07-30:14:11:38,741,7891.45,pending
1519,2022-04-05:22:01:00,461,6169.23,shipped
1520,2022-08-10:01:31:19,595,7518.12,cancelled
1521,2020-08-12:17:16:43,402,4510.63,cancelled
1522,2020-09-14:10:18:16,617,1554.06,pending
1523,2022-10-14:07:51:36,263,8064.7,cancelled
1524,2022-07-01:22:58:30,379,5677.47,cancelled
1525,2021-03-27:14:03:47,514,4281.8,processing
1526,2020-08-04:13:45:21,381,9189.21,shipped
1527,2021-08-21:09:28:51,307,5749.31,shipped
1528,2020-08-16:15:15:41,605,7852.23,cancelled
1529,2021-05-15:18:07:31,69,1130.67,delivered
1530,2020-11-28:16:45:52,468,6984.66,processing
1531,2020-09-07:15:26:54,885,8549.79,shipped
1532,2020-08-31:19:26:33,329,8505.99,shipped
1533,2022-06-18:16:12:01,63,5034.21,delivered
1534,2020-09-11:21:42:07,132,6319.81,shipped
1535,2021-09-13:04:59:36,28,7582.48,processing
1536,2022-02-22:12:28:11,411,1745.52,shipped
1537,2020-12-14:06:48:08,212,9591.4,delivered
1538,2020-03-03:21:39:36,4,1896.14,cancelled
1539,2021-05-20:04:19:37,894,5716.73,cancelled
1540,2021-09-18:08:16:18,505,207.57,delivered
1541,2021-04-18:01:21:04,955,7734.65,cancelled
1542,2020-08-08:14:58:15,854,9459.33,cancelled
1543,2021-05-03:19:57:40,661,3109.58,shipped
1544,2020-12-11:22:58:48,344,2335.37,shipped
1545,2021-03-11:08:19:08,180,6953.7,cancelled
1546,2020-12-29:11:24:45,178,7182.08,shipped
1547,2021-01-05:03:09:56,778,2642.92,processing
1548,2021-08-04:09:37:49,636,8528.19,processing
1549,2022-01-14:08:49:47,683,9292.32,delivered
1550,2022-05-21:16:04:33,282,8013.3,pending
1551,2021-11-13:07:33:53,36,365.53,shipped
1552,2022-03-03:18:37:50,440,6234.5,processing
1553,2022-10-24:07:40:39,636,531.11,cancelled
1554,2022-09-10:15:21:19,765,2691.88,pending
1555,2022-02-10:16:50:52,462,9379.56,delivered
1556,2021-01-17:13:01:15,63,3586.41,pending
1557,2020-07-07:03:02:11,640,3664.75,delivered
1558,2020-06-21:16:00:16,702,7976.05,delivered
1559,2020-12-20:16:39:20,470,1957.1,processing
1560,2021-04-01:10:01:56,291,3379.95,shipped
1561,2021-12-31:03:56:53,888,8965.58,delivered
1562,2020-10-16:16:59:27,165,8349.03,processing
1563,2020-04-22:23:32:52,131,1746.23,delivered
1564,2020-11-14:20:52:32,816,7357.01,cancelled
1565,2020-10-20:13:21:27,269,9355.91,cancelled
1566,2022-05-24:01:42:33,930,3560.86,cancelled
1567,2021-08-07:06:35:43,214,5115.48,cancelled
1568,2020-08-02:20:51:11,902,1944.79,pending
1569,2020-06-26:04:14:34,335,6979.26,cancelled
1570,2020-03-06:00:19:17,448,1384.41,delivered
1571,2021-01-18:15:43:17,572,9996.43,delivered
1572,2022-11-28:13:24:11,339,6132.21,pending
1573,2022-08-03:21:20:36,147,8606.52,pending
1574,2020-12-09:14:36:49,822,879.12,cancelled
1575,2020-06-14:14:57:40,741,6182.34,cancelled
1576,2022-03-25:04:01:38,799,3247.96,cancelled
1577,2020-01-05:21:04:16,294,2149.26,processing
1578,2021-04-06:18:28:01,457,9435.65,processing
1579,2022-06-14:15:17:52,587,8558.15,processing
1580,2020-03-02:13:24:30,737,1347.18,cancelled
1581,2020-06-23:02:41:51,181,7987.04,cancelled
1582,2021-02-23:00:05:30,673,7442.35,processing
1583,2020-09-02:18:30:30,45,6054.92,cancelled
1584,2022-01-02:09:14:31,49,2815.6,cancelled
1585,2022-02-09:01:39:50,784,728.91,shipped
1586,2022-06-23:15:06:14,535,8223.61,delivered
1587,2021-09-14:19:45:17,558,4368.55,delivered
1588,2022-04-27:12:16:34,892,5446.29,delivered
1589,2021-12-13:23:19:53,986,1903.88,processing
1590,2022-01-09:09:31:36,960,3890.11,cancelled
1591,2022-01-20:02:57:51,396,8816.73,processing
1592,2022-07-02:03:33:42,434,4351.99,pending
1593,2022-06-06:00:37:14,556,6779.24,delivered
1594,2021-07-30:23:16:18,949,7966.09,cancelled
1595,2021-05-27:11:32:14,903,4266.87,delivered
1596,2022-02-27:22:56:43,712,55.92,pending
1597,2021-11-03:15:35:26,362,534.87,delivered
1598,2022-08-09:18:41:52,953,8601.65,processing
1599,2020-08-10:20:17:41,378,2891.44,pending
1600,2021-11-09:21:42:51,321,8862.48,delivered
1601,2022-01-07:09:09:32,116,8459.6,processing
1602,2021-11-01:00:14:19,977,5051.19,processing
1603,2020-11-08:22:49:15,420,1036.09,processing
1604,2020-10-20:07:06:34,246,4490.45,shipped
1605,2020-11-26:11:32:40,119,2337.91,processing
1606,2020-03-23:08:40:31,163,833.78,delivered
1607,2021-06-01:15:51:25,897,6934.74,shipped
1608,2020-07-28:13:12:43,283,964.59,cancelled
1609,2022-12-10:11:44:20,792,7531.07,pending
1610,2020-07-25:15:14:59,6,9603.1,delivered
1611,2022-09-25:04:50:19,595,4506.07,processing
1612,2020-06-22:00:42:16,616,4055.38,processing
1613,2022-07-22:02:22:03,167,3825.65,pending
1614,2020-11-13:16:37:42,727,4886.51,pending
1615,2022-05-09:05:49:30,361,3230.02,pending
1616,2021-05-04:07:42:26,942,5339.42,processing
1617,2020-09-05:08:26:51,101,8475.21,processing
1618,2021-08-02:11:44:33,813,4214.02,cancelled
1619,2021-01-10:10:27:11,187,1103.39,shipped
1620,2021-07-03:06:13:42,607,7989.45,delivered
1621,2021-04-16:14:30:07,840,9219.44,delivered
1622,2020-07-12:04:43:25,909,1852.94,pending
1623,2021-03-06:18:20:22,229,955.61,pending
1624,2020-11-02:17:11:10,606,1263.17,processing
1625,2021-01-22:07:10:14,572,3677.77,cancelled
1626,2020-12-25:20:37:51,415,5125.31,processing
1627,2020-12-03:12:11:01,782,842.82,cancelled
1628,2022-02-15:21:11:52,787,592.1,pending
1629,2022-07-08:11:03:09,157,1652.68,pending
1630,2020-03-07:00:52:21,254,6161.08,pending
1631,2021-03-24:10:03:30,464,878.16,delivered
1632,2022-07-03:07:54:52,185,1854.34,delivered
1633,2021-01-20:17:44:20,322,582.03,processing
1634,2021-01-07:11:42:55,152,1412.69,shipped
1635,2020-06-13:22:46:19,516,764.61,pending
1636,2021-01-17:04:09:00,112,2486.95,cancelled
1637,2022-01-06:13:47:49,931,8257.93,pending
1638,2020-03-02:18:04:09,909,6415.42,shipped
1639,2022-01-15:18:53:20,31,8715.52,processing
1640,2022-11-22:03:00:01,172,7682.32,shipped
1641,2020-12-01:02:12:16,146,5922.75,delivered
1642,2020-08-19:17:52:16,654,9196.51,delivered
1643,2022-11-19:20:00:55,380,630.31,shipped
1644,2021-08-27:21:02:52,526,1104.34,processing
1645,2021-03-03:02:52:15,110,3996.27,pending
1646,2021-11-25:23:41:56,839,4426.31,shipped
1647,2022-01-28:12:42:06,170,6027.92,cancelled
1648,2022-02-13:07:33:26,139,6377.94,processing
1649,2022-07-13:20:40:14,422,4570.7,processing
1650,2021-03-25:18:30:46,337,3790.12,cancelled
1651,2020-07-30:20:53:46,636,5099.55,delivered
1652,2020-09-05:07:22:50,443,2396.93,delivered
1653,2020-02-29:19:35:18,641,7403.53,cancelled
1654,2022-09-25:01:33:06,465,3337.44,delivered
1655,2022-05-04:06:54:16,360,2311.76,processing
1656,2022-04-14:09:37:01,98,4062.82,delivered
1657,2022-01-23:20:41:53,851,1156.92,delivered
1658,2020-02-04:15:15:20,869,3601.42,pending
1659,2021-07-26:04:37:53,6,1382.11,pending
1660,2021-02-04:09:31:22,782,3295.06,cancelled
1661,2022-09-28:15:52:16,445,6981.8,pending
1662,2022-08-10:20:39:11,421,3865.54,cancelled
1663,2021-06-21:13:16:32,580,8892.59,shipped
1664,2020-11-07:09:03:01,649,9290.07,cancelled
1665,2020-08-02:02:43:06,902,7463.45,pending
1666,2021-05-02:15:04:03,948,1146.7,delivered
1667,2021-10-28:18:54:13,283,7341.91,cancelled
1668,2021-05-30:15:24:33,708,6257.16,delivered
1669,2020-08-31:16:23:24,267,4615.57,processing
1670,2020-01-15:00:28:05,677,9054.41,shipped
1671,2021-04-04:18:31:34,773,1465.64,pending
1672,2022-08-16:22:24:37,850,338.83,shipped
1673,2021-01-15:15:19:00,469,6982.34,cancelled
1674,2022-07-18:11:18:44,554,9618.31,shipped
1675,2022-09-22:18:49:09,519,9192.57,delivered
1676,2021-01-12:17:56:09,410,5843.44,shipped
1677,2022-11-14:03:59:28,244,4270.56,delivered
1678,2020-06-20:12:44:36,464,5316.95,delivered
1679,2022-06-17:00:50:37,962,6129.65,processing
1680,2022-03-17:21:10:38,736,1797.66,cancelled
1681,2021-11-22:19:41:05,988,8253.43,delivered
1682,2022-12-26:17:19:59,901,8793.93,cancelled
1683,2022-05-21:00:17:12,18,5803.86,processing
1684,2022-02-15:14:28:01,326,4383.17,shipped
1685,2022-10-02:23:01:42,3,7111.5,shipped
1686,2020-06-13:05:35:39,2,8866.6,pending
1687,2022-07-10:05:52:00,979,9320.25,cancelled
1688,2021-07-06:12:31:17,524,7191.9,processing
1689,2022-12-01:11:30:26,194,8619.67,delivered
1690,2020-05-23:19:05:36,71,5938.87,cancelled
1691,2020-06-11:03:06:03,937,7360.43,cancelled
1692,2021-10-07:18:45:28,142,9171.08,pending
1693,2022-06-13:06:47:28,1,942.77,pending
1694,2021-11-08:07:02:22,411,8459.87,shipped
1695,2021-01-06:17:29:38,69,4322.13,processing
1696,2020-10-23:01:11:22,961,6376.49,processing
1697,2020-05-20:00:23:42,684,9375.36,processing
1698,2022-02-07:01:37:32,401,2388.65,processing
1699,2021-08-04:20:17:14,299,789.57,processing
1700,2020-12-21:11:18:47,85,7955.22,pending
1701,2021-06-26:10:24:57,367,8988.4,cancelled
1702,2021-02-02:16:55:52,209,2383.64,cancelled
1703,2022-01-11:16:09:21,378,6785.1,pending
1704,2020-03-17:14:01:51,481,9201.11,shipped
1705,2020-04-12:10:06:45,741,830.72,shipped
1706,2020-07-16:02:46:27,298,6158.73,cancelled
1707,2021-06-15:13:01:35,307,1107.94,shipped
1708,2021-05-24:08:50:11,70,3519.15,delivered
1709,2021-11-12:22:21:53,200,4119.43,shipped
1710,2022-03-01:16:15:06,390,8242.21,delivered
1711,2020-12-11:13:43:28,849,3362.64,cancelled
1712,2022-02-14:00:56:13,233,5576.11,delivered
1713,2021-06-24:05:24:10,837,7876.4,shipped
1714,2022-06-23:23:53:37,644,8633.32,delivered
1715,2021-07-08:13:39:28,906,6192.25,cancelled
1716,2021-04-10:00:16:08,117,590.5,pending
1717,2020-06-01:00:45:23,127,8140.37,cancelled
1718,2020-07-12:06:13:36,915,5836.24,delivered
1719,2020-12-26:08:00:42,145,3721.32,delivered
1720,2020-07-01:21:12:23,693,880.88,pending
1721,2022-07-10:08:11:13,526,8573.74,shipped
1722,2022-06-07:21:09:16,863,4801.09,delivered
1723,2021-04-30:23:33:15,415,4791.49,delivered
1724,2020-08-26:10:03:53,270,6890.96,cancelled
1725,2021-02-02:02:12:36,10,1451.74,cancelled
1726,2022-10-26:22:10:07,937,1698.33,delivered
1727,2022-12-18:00:30:42,691,9905.46,delivered
1728,2020-05-28:21:46:17,941,7821.11,delivered
1729,2021-07-19:19:03:43,498,1025.46,shipped
1730,2021-12-25:00:46:34,996,5145.28,processing
1731,2020-06-07:09:15:08,804,4356.91,processing
1732,2022-02-11:05:23:38,690,3396.14,delivered
1733,2021-01-10:17:26:41,71,7446.32,cancelled
1734,2020-05-20:09:58:54,594,6260.49,pending
1735,2021-09-18:21:49:09,994,2821.32,cancelled
1736,2020-12-19:18:19:30,814,2643.48,processing
1737,2022-02-04:16:41:27,554,2588.34,cancelled
1738,2022-04-19:01:55:34,548,7946.74,shipped
1739,2020-10-17:06:33:04,618,4534.08,pending
1740,2022-08-22:06:09:16,389,9259.88,delivered
1741,2022-08-12:18:37:08,643,4404.92,pending
1742,2022-08-17:21:56:50,275,1253.81,pending
1743,2020-10-03:20:29:40,782,6328.2,processing
1744,2020-12-31:21:07:28,216,8941.17,pending
1745,2022-03-05:13:58:40,61,9068.29,shipped
1746,2022-11-09:13:43:14,160,7880.88,cancelled
1747,2021-04-18:11:35:09,291,5879.63,processing
1748,2021-08-05:22:46:37,418,4694.33,shipped
1749,2022-08-23:08:27:47,298,6296.73,processing
1750,2022-11-26:05:10:12,701,7177.87,cancelled
1751,2022-08-24:21:11:41,584,8703.84,shipped
1752,2020-11-10:08:56:23,401,9401.65,pending
1753,2021-11-30:15:06:04,938,8800.51,processing
1754,2020-01-22:08:29:51,489,5007.99,cancelled
1755,2020-12-19:01:27:29,878,1270.2,cancelled
1756,2022-10-01:01:06:32,479,3165.76,cancelled
1757,2022-04-03:13:57:56,390,5772.59,cancelled
1758,2020-09-02:17:23:27,259,8850.65,processing
1759,2021-02-15:18:05:24,772,753.17,pending
1760,2021-12-16:01:02:40,959,804.45,delivered
