code,description,startDate,endDate,promotionDiscount
QMHMRFNE,First-order discount,19-08-2022,30-08-2022,0.2
Q1AQK7IN,Seasonal special,14-07-2021,25-08-2021,0.6
C7MA75F5,Clearance blowout,27-12-2022,23-02-2023,0.4
6FUIANIW,Weekend promotion,28-10-2021,30-10-2021,0.7
EB0YMKC4,Seasonal special,27-09-2023,23-11-2023,0.6
UF4LUXMB,Members-only offer,01-09-2020,12-09-2020,0.2
SMVU1HSB,Limited-time deal,27-06-2023,03-07-2023,0.5
1Z7JJBSJ,Buy One Get One,26-12-2020,19-02-2021,0.8
9CKX0Y9H,Friend referral bonus,06-12-2023,02-01-2024,0.5
4C1D5XY4,Seasonal special,12-04-2024,13-04-2024,0.8
DGV989L8,Buy One Get One,22-07-2023,05-08-2023,0.3
60U2D2VB,Clearance blowout,16-03-2022,01-05-2022,0.1
1O6XWEIN,Limited-time deal,31-08-2023,26-10-2023,0.6
Z0Y4AE7V,Members-only offer,27-09-2020,16-10-2020,0.7
KM51TTO0,Friend referral bonus,20-12-2024,03-01-2025,0.4
7M7BVKI7,Flash sale items,08-08-2024,05-10-2024,0.1
4OYTZ6L9,First-order discount,10-06-2020,13-07-2020,0.2
AEKI1F46,Free shipping offer,29-11-2024,27-12-2024,0.2
C84NC2I8,Clearance blowout,14-07-2022,15-08-2022,0.2
NQ98EFKT,Members-only offer,12-10-2020,26-10-2020,0.2
EB28GV0W,Members-only offer,31-07-2023,23-09-2023,0.7
AGNEQOXZ,Limited-time deal,12-01-2022,18-01-2022,0.7
37RZJZ4F,Limited-time deal,27-10-2020,26-12-2020,0.7
4QCW1UO5,Clearance blowout,27-02-2024,12-03-2024,0.5
0J8N2T1A,Weekend promotion,23-01-2021,12-03-2021,0.1
EB2C4FT1,Friend referral bonus,01-08-2021,09-08-2021,0.2
LCVI8LG3,Buy One Get One,08-11-2024,05-01-2025,0.7
6SP23GZA,Free shipping offer,05-02-2022,07-03-2022,0.4
URGQ1ITP,Free shipping offer,25-09-2022,15-11-2022,0.6
OFCATHGJ,Friend referral bonus,13-06-2021,28-07-2021,0.2
3ZQL99L9,Flash sale items,27-11-2024,01-12-2024,0.4
WUM2FAFX,Limited-time deal,11-06-2021,23-06-2021,0.1
W50GGWUT,Weekend promotion,15-01-2024,07-03-2024,0.5
4H22IZV3,Weekend promotion,27-06-2020,21-08-2020,0.5
ZOVJWBMA,Free shipping offer,10-03-2021,11-04-2021,0.5
RZB85PKK,Flash sale items,28-02-2025,15-03-2025,0.6
JAJ60ZQN,Clearance blowout,01-09-2022,10-09-2022,0.6
LZ9T9GQV,Free shipping offer,31-10-2020,03-12-2020,0.2
3S99WE7Z,Weekend promotion,09-04-2021,17-04-2021,0.8
DVPYI9CO,Free shipping offer,11-04-2022,20-04-2022,0.4
7TORZU5I,Flash sale items,17-12-2024,23-12-2024,0.3
FB8GBDPH,Friend referral bonus,25-09-2020,15-11-2020,0.2
6IWCLQJC,Free shipping offer,01-08-2023,06-08-2023,0.1
OR7ZLP9Z,Free shipping offer,14-04-2021,07-06-2021,0.3
368EFGFY,Buy One Get One,13-02-2023,22-02-2023,0.5
07S3D98D,Clearance blowout,24-12-2020,01-02-2021,0.2
X7BUWP3P,Clearance blowout,29-09-2020,02-10-2020,0.2
E4AZYHK4,Clearance blowout,17-11-2020,23-12-2020,0.3
V3BAX4OO,Seasonal special,07-01-2024,10-01-2024,0.2
A020R9BA,Seasonal special,24-12-2021,04-02-2022,0.6
R3HK43AQ,Free shipping offer,21-06-2020,11-08-2020,0.2
WNV968WO,Friend referral bonus,17-12-2023,24-12-2023,0.2
MS7ZJ2BV,Free shipping offer,09-10-2023,25-10-2023,0.7
XDYQ5BCX,Seasonal special,18-04-2021,20-05-2021,0.1
GF5NUUKC,Flash sale items,19-04-2022,15-06-2022,0.2
JBPNM000,First-order discount,01-02-2023,07-02-2023,0.2
ZNX57G3E,Free shipping offer,11-12-2023,14-12-2023,0.7
78PK2MYY,Limited-time deal,12-11-2021,06-12-2021,0.1
KRRDLZL5,Flash sale items,07-10-2022,13-11-2022,0.4
ESM3JYR4,Weekend promotion,28-04-2024,26-06-2024,0.5
QJFG02E3,Free shipping offer,19-08-2021,20-09-2021,0.6
AUB3VUXQ,Friend referral bonus,28-11-2020,26-12-2020,0.8
9ESTC6GH,Buy One Get One,24-01-2023,14-03-2023,0.5
AK024NDB,Seasonal special,01-08-2021,19-09-2021,0.5
716T0ZMC,Limited-time deal,16-05-2020,07-07-2020,0.5
VC8ZJNZQ,Friend referral bonus,16-04-2022,30-05-2022,0.5
JG1Q3HDP,Free shipping offer,30-01-2025,19-02-2025,0.2
CSKUWTN2,Members-only offer,04-09-2022,14-09-2022,0.6
VZ7MJ8QZ,Seasonal special,09-03-2024,23-03-2024,0.6
2KF3I5GF,Members-only offer,24-02-2023,14-03-2023,0.7
P2GAV7AI,Weekend promotion,07-01-2025,08-02-2025,0.5
9IC1SU25,Weekend promotion,12-04-2022,04-06-2022,0.7
KOK8Q12E,Limited-time deal,01-07-2020,25-08-2020,0.6
28394WMV,Seasonal special,26-11-2023,10-12-2023,0.1
MTVDSGXR,First-order discount,22-05-2022,24-06-2022,0.5
K9SDIP4D,Members-only offer,19-01-2022,05-02-2022,0.3
DBQTISOY,Limited-time deal,25-01-2023,04-02-2023,0.5
ZHCEIOBU,Members-only offer,29-03-2024,26-04-2024,0.7
9LRH22U3,Members-only offer,19-03-2025,04-05-2025,0.5
FRXPEZ6G,Limited-time deal,08-02-2025,22-03-2025,0.3
P5JH2FJ4,Limited-time deal,17-06-2022,13-07-2022,0.2
6IXGKSQR,Friend referral bonus,29-01-2021,13-03-2021,0.8
FGK9OMFY,Free shipping offer,14-08-2022,02-09-2022,0.4
2W6GZU4W,Clearance blowout,31-05-2022,14-07-2022,0.7
Q709UUDJ,Weekend promotion,30-12-2020,16-02-2021,0.3
WMQ573RA,Buy One Get One,27-03-2023,28-04-2023,0.1
2XW5643Z,Buy One Get One,23-11-2023,07-12-2023,0.7
94G5W34Z,Buy One Get One,15-05-2020,24-06-2020,0.4
0CMAZMAU,Limited-time deal,17-07-2024,06-08-2024,0.6
FJQLZWTD,Clearance blowout,29-09-2024,07-10-2024,0.7
7EZU6CHC,Flash sale items,08-06-2023,01-08-2023,0.6
WAHK3R6K,Members-only offer,17-06-2021,22-07-2021,0.2
0J8F3CK8,Limited-time deal,06-01-2023,11-02-2023,0.5
CK8NZL32,First-order discount,02-05-2022,30-05-2022,0.5
PPPI477E,Limited-time deal,25-09-2020,12-11-2020,0.6
5AXPRV0U,Weekend promotion,14-05-2023,06-07-2023,0.4
X383UXOI,First-order discount,31-01-2024,25-02-2024,0.3
QCM34B33,Seasonal special,06-12-2024,04-01-2025,0.8
LJ0M8IWY,Limited-time deal,25-02-2023,21-04-2023,0.4
FH28YSSB,Limited-time deal,23-05-2023,27-06-2023,0.2
QGZPWKIC,Clearance blowout,15-06-2020,03-07-2020,0.5
CSAITOYC,Flash sale items,06-11-2022,24-12-2022,0.3
141558YF,Clearance blowout,16-01-2025,16-02-2025,0.3
RMYCUB2A,Buy One Get One,02-09-2024,23-09-2024,0.7
X5ZCLQ7B,Buy One Get One,18-11-2023,01-01-2024,0.5
26NFMI60,Friend referral bonus,22-07-2020,03-08-2020,0.3
6DB31E8G,Friend referral bonus,24-01-2021,26-01-2021,0.5
A91Q31U9,Weekend promotion,01-07-2020,13-08-2020,0.6
F4YFCBCP,Friend referral bonus,24-08-2021,07-10-2021,0.4
ABR91QQQ,Seasonal special,07-09-2022,08-10-2022,0.3
1N7K7RNK,Buy One Get One,16-07-2020,22-07-2020,0.3
V3AQ5EAR,Flash sale items,29-10-2023,05-11-2023,0.4
20NQOBV4,Seasonal special,07-02-2021,20-03-2021,0.5
RMVWEXQ0,Members-only offer,08-07-2024,26-07-2024,0.7
03VOFAZG,Clearance blowout,11-05-2023,17-06-2023,0.1
7QXLQMMW,Weekend promotion,22-01-2021,26-02-2021,0.2
8OXZEKSJ,Seasonal special,12-11-2024,22-12-2024,0.7
9FWHRLI2,Members-only offer,22-02-2024,01-03-2024,0.7
Z04HUNKT,Clearance blowout,09-08-2020,03-10-2020,0.5
6QTB9L4W,Weekend promotion,27-10-2023,29-10-2023,0.4
Q1A7RK0F,Weekend promotion,29-08-2023,25-10-2023,0.7
PYK4HJXO,First-order discount,07-08-2021,04-10-2021,0.7
TRIMFG92,First-order discount,22-05-2024,24-06-2024,0.7
O5R2R7QL,Seasonal special,24-08-2024,17-09-2024,0.5
PT9GYDH6,Flash sale items,08-05-2024,28-05-2024,0.3
WX4FJ4JJ,Buy One Get One,26-03-2021,24-04-2021,0.2
QAVMYPQN,Seasonal special,18-03-2023,17-04-2023,0.8
Z51QYCA1,Limited-time deal,14-12-2024,31-12-2024,0.1
VWXFVW96,Friend referral bonus,04-10-2023,01-12-2023,0.5
H8AVY7J4,Seasonal special,09-09-2021,29-10-2021,0.8
DK62NRJK,Members-only offer,06-07-2022,04-09-2022,0.4
118KAFPN,Free shipping offer,03-10-2023,20-10-2023,0.6
R9Y50GA0,Seasonal special,13-01-2023,26-02-2023,0.2
ZC7E9H8H,Seasonal special,25-08-2023,10-10-2023,0.7
YLAK7QQD,Limited-time deal,16-06-2022,29-07-2022,0.7
3B4FTUAE,Free shipping offer,25-05-2024,05-06-2024,0.6
0UMRZWME,Seasonal special,07-04-2022,14-05-2022,0.2
P6FO9AFD,First-order discount,22-07-2022,29-07-2022,0.1
XQWQSW3D,Members-only offer,28-10-2023,25-11-2023,0.6
A7M6GWYQ,Limited-time deal,27-08-2023,06-10-2023,0.4
W3O4QPK0,First-order discount,19-12-2023,23-12-2023,0.3
N1JPY759,Limited-time deal,26-12-2023,04-01-2024,0.8
RSGS3N24,Buy One Get One,23-02-2022,14-04-2022,0.2
XM4JXZYY,Friend referral bonus,14-05-2024,19-06-2024,0.6
AI4TG41L,Members-only offer,12-07-2022,26-07-2022,0.4
OWQ6EN7P,Weekend promotion,18-01-2025,01-02-2025,0.7
WH83UBZ2,Friend referral bonus,07-06-2023,22-07-2023,0.2
QYHL6ZRN,Members-only offer,23-04-2023,15-05-2023,0.6
I63YDHHM,Free shipping offer,15-12-2020,24-12-2020,0.4
I5SVLY9U,Buy One Get One,30-12-2024,25-01-2025,0.7
JSE4DCVX,Clearance blowout,29-03-2023,25-05-2023,0.4
TDFOKN3C,Buy One Get One,09-07-2022,14-08-2022,0.3
G03NX3OE,Weekend promotion,22-08-2022,05-09-2022,0.4
Q3FR1CPN,Weekend promotion,31-01-2025,09-03-2025,0.5
SJXI09AQ,Buy One Get One,05-06-2020,23-07-2020,0.5
VZGDR3IT,Flash sale items,08-12-2021,20-01-2022,0.8
K27WIRV6,Seasonal special,29-07-2020,10-08-2020,0.5
7P9CKERN,Free shipping offer,10-10-2023,05-12-2023,0.6
NNJEUF1G,Friend referral bonus,06-10-2024,23-10-2024,0.5
8NCIQ8IO,Limited-time deal,11-10-2020,18-11-2020,0.4
AADWXT88,Flash sale items,21-11-2020,24-11-2020,0.6
BLO1F1FG,Buy One Get One,03-04-2022,14-05-2022,0.5
7GNVZEQO,Friend referral bonus,07-09-2021,13-10-2021,0.5
JV290CAK,Friend referral bonus,28-10-2023,18-11-2023,0.4
LXVVKYGZ,Flash sale items,18-11-2022,08-01-2023,0.2
ZI1GXE5O,Limited-time deal,08-03-2021,27-04-2021,0.6
1698U4D6,Buy One Get One,16-05-2020,09-06-2020,0.8
0L34F3W7,Members-only offer,24-11-2024,16-01-2025,0.7
1VTVXBLN,Friend referral bonus,16-06-2022,15-07-2022,0.7
DWY012K4,Weekend promotion,19-10-2022,28-10-2022,0.3
P0QJWZ0X,Flash sale items,09-08-2023,17-09-2023,0.6
AU0XI4QC,Clearance blowout,28-07-2020,01-09-2020,0.1
QOHVD3L2,Buy One Get One,06-04-2020,21-04-2020,0.2
3HP3G4XZ,Seasonal special,07-02-2023,04-03-2023,0.4
2NO7V4FA,Clearance blowout,19-05-2024,27-06-2024,0.2
IVD8E6VP,Members-only offer,11-12-2021,22-12-2021,0.8
A317QFEE,Members-only offer,11-06-2021,02-08-2021,0.3
M17R12SO,Flash sale items,29-12-2023,25-01-2024,0.1
PKHJF4LS,Friend referral bonus,14-05-2021,20-05-2021,0.7
XFIWYQH9,Seasonal special,19-12-2024,14-01-2025,0.4
LS2ZM7CY,Weekend promotion,24-10-2023,19-11-2023,0.3
ODGJD28O,Free shipping offer,23-04-2020,11-05-2020,0.4
X6QRIQY7,First-order discount,22-04-2024,16-05-2024,0.4
LXL4MJ01,Clearance blowout,14-10-2023,03-11-2023,0.2
G77Y86LX,Limited-time deal,13-03-2021,16-04-2021,0.6
TG1B2A4K,Limited-time deal,18-01-2024,21-01-2024,0.2
DOLJ6402,Seasonal special,24-03-2025,06-04-2025,0.5
43H5GN17,Weekend promotion,07-06-2023,21-07-2023,0.5
0T2439YD,Weekend promotion,29-03-2021,23-04-2021,0.2
U1DU28PO,Flash sale items,20-07-2021,21-08-2021,0.4
3AOYRJNF,Free shipping offer,03-04-2024,23-04-2024,0.6
DYGDDHRE,Flash sale items,21-05-2021,26-05-2021,0.7
3V2P3HW4,Buy One Get One,30-12-2022,12-01-2023,0.2
AMW60GFG,Members-only offer,27-09-2024,02-11-2024,0.4
I9KEM99B,Free shipping offer,18-05-2020,22-06-2020,0.8
JLXLLWXS,Flash sale items,10-04-2024,06-06-2024,0.6
89CCZOBH,Weekend promotion,03-10-2020,05-11-2020,0.3
5DW960N5,Flash sale items,10-04-2024,12-05-2024,0.4
7J0B0YJA,First-order discount,11-03-2024,09-05-2024,0.7
R452UANM,Buy One Get One,04-07-2021,23-08-2021,0.8
1VX71T30,Members-only offer,17-07-2020,09-08-2020,0.5
T34LWZ04,Friend referral bonus,01-11-2021,13-11-2021,0.3
CX97WHVX,First-order discount,08-08-2020,28-09-2020,0.2
GQGS07KJ,Buy One Get One,17-12-2021,30-12-2021,0.3
VW1KA196,Limited-time deal,01-02-2022,21-03-2022,0.8
N00JJX9G,Clearance blowout,03-11-2023,22-12-2023,0.2
4I2WH71E,Clearance blowout,02-05-2022,21-05-2022,0.6
WAZP0J0Y,Flash sale items,07-11-2021,16-11-2021,0.7
HHKN06DY,Weekend promotion,28-01-2025,22-02-2025,0.8
7QV310Z9,Friend referral bonus,17-05-2022,09-07-2022,0.3
YV74M6UM,Friend referral bonus,01-01-2022,08-02-2022,0.2
RJQVQNNV,Weekend promotion,20-01-2022,30-01-2022,0.6
L9EOGKIK,Buy One Get One,12-04-2023,18-05-2023,0.1
70EEDCBC,Free shipping offer,10-11-2020,09-01-2021,0.6
CQ3C6IIN,Friend referral bonus,18-12-2023,13-02-2024,0.5
X3162C1G,Free shipping offer,06-07-2022,16-07-2022,0.2
DBZ94GR7,Friend referral bonus,21-08-2022,28-09-2022,0.2
O5M7W7LY,Limited-time deal,14-08-2022,09-10-2022,0.5
P1KTRD13,Clearance blowout,25-01-2021,07-02-2021,0.5
SHTPDOPB,Clearance blowout,12-10-2022,16-11-2022,0.6
QYTT1Y7F,Weekend promotion,29-05-2021,28-06-2021,0.6
ZEKJLJ4X,First-order discount,05-07-2021,23-07-2021,0.3
BCSKQBVH,Clearance blowout,27-06-2023,24-08-2023,0.2
5DBXJ1O2,Seasonal special,03-11-2020,29-12-2020,0.3
ZB9GKOUB,Seasonal special,30-09-2022,24-11-2022,0.8
LT59HDG2,Seasonal special,24-01-2022,01-03-2022,0.6
XX7Q0HWO,Limited-time deal,04-11-2022,06-11-2022,0.3
N86F3ZKS,Seasonal special,13-09-2020,17-10-2020,0.6
DXZUIPZW,Limited-time deal,13-03-2022,15-04-2022,0.3
AYC49FF2,Friend referral bonus,11-08-2024,20-08-2024,0.3
RW1QLYWY,Friend referral bonus,22-03-2023,16-05-2023,0.2
LJ9WXTAA,Weekend promotion,18-11-2024,09-12-2024,0.5
K7B9357R,Buy One Get One,13-03-2022,30-03-2022,0.6
XGZH1SL3,Friend referral bonus,16-11-2024,30-12-2024,0.4
0ENBQJJ3,Seasonal special,27-10-2024,04-11-2024,0.2
IZ09ZRKI,First-order discount,04-09-2020,28-10-2020,0.7
13THH2J8,Free shipping offer,10-08-2022,06-09-2022,0.6
JNPNYGAB,Flash sale items,14-01-2021,29-01-2021,0.3
QFIZ0W25,Members-only offer,04-03-2025,21-03-2025,0.4
VPWQHYE3,Members-only offer,31-08-2022,06-09-2022,0.3
30IW7L6T,Seasonal special,25-11-2024,12-01-2025,0.5
MAH8LFGC,Buy One Get One,30-09-2023,03-11-2023,0.3
DBZ001SI,Buy One Get One,29-03-2021,17-05-2021,0.4
DPTY67GC,Free shipping offer,24-06-2024,25-07-2024,0.2
EOLJYJ98,Buy One Get One,01-12-2024,28-01-2025,0.5
BPO9MSKG,Seasonal special,08-01-2025,24-01-2025,0.4
1T31FQAS,Weekend promotion,29-05-2024,23-07-2024,0.4
37R47U3X,Friend referral bonus,12-05-2021,03-06-2021,0.4
9UN2OG3I,First-order discount,16-11-2020,08-12-2020,0.2
7NRTGLOH,Seasonal special,08-10-2021,27-10-2021,0.7
D0IGUSV1,First-order discount,22-12-2024,24-12-2024,0.5
AYKI365C,Limited-time deal,31-12-2024,23-02-2025,0.4
96AVCCZ4,Weekend promotion,24-06-2023,01-07-2023,0.6
C020N294,Members-only offer,20-01-2024,10-02-2024,0.8
JBPTC42T,First-order discount,08-10-2024,16-11-2024,0.6
8Z6VJBO5,First-order discount,25-07-2021,23-09-2021,0.6
B25F6JIQ,Limited-time deal,08-08-2023,23-08-2023,0.2
JXLVWKYF,Seasonal special,18-09-2020,06-11-2020,0.6
6K0643O0,Clearance blowout,18-03-2023,08-05-2023,0.4
CR8AQ59H,Clearance blowout,20-03-2022,07-05-2022,0.6
ZZK0NAKT,Seasonal special,19-02-2022,01-04-2022,0.1
2O805KF9,Seasonal special,01-05-2022,19-06-2022,0.7
HIVTEXFV,Flash sale items,15-02-2025,07-03-2025,0.3
N4GOZ9GQ,Limited-time deal,13-01-2022,09-02-2022,0.7
7K6Z58OO,Flash sale items,14-03-2022,09-05-2022,0.6
8N1Q85NE,Clearance blowout,28-03-2025,23-05-2025,0.3
JIOP5QZC,Free shipping offer,05-01-2024,01-02-2024,0.4
7WRUSS7D,Free shipping offer,10-09-2024,26-10-2024,0.2
URW0VG3V,Seasonal special,31-10-2021,28-11-2021,0.2
ZYJJLBZE,Buy One Get One,25-09-2023,01-10-2023,0.6
CJ54Z3ZV,Members-only offer,13-08-2023,16-08-2023,0.5
CBR13G8H,Weekend promotion,01-04-2023,15-04-2023,0.2
T1OR5ADK,Buy One Get One,23-02-2024,12-03-2024,0.6
U9UIC3KL,Weekend promotion,24-03-2021,08-05-2021,0.3
D8R54HI9,First-order discount,30-11-2024,04-01-2025,0.3
4U5RBOPZ,Limited-time deal,04-01-2023,19-02-2023,0.3
JWMS9338,First-order discount,19-12-2022,01-01-2023,0.6
CRUQSGBB,Buy One Get One,24-10-2021,22-11-2021,0.7
6ZYC4SLS,Flash sale items,15-05-2024,24-06-2024,0.4
DQ4BA49A,First-order discount,21-12-2024,06-01-2025,0.1
0DFYI2OG,Limited-time deal,08-08-2024,31-08-2024,0.2
ZUKTJ0U6,Free shipping offer,08-06-2024,18-06-2024,0.7
QNXV9HDS,Weekend promotion,21-07-2023,06-08-2023,0.1
DFBPHJPU,Clearance blowout,05-09-2021,15-10-2021,0.5
KGPFMSI7,First-order discount,17-08-2021,16-09-2021,0.7
RGC2XQ10,First-order discount,20-09-2020,17-11-2020,0.8
3I5ED8MB,Friend referral bonus,17-11-2022,16-12-2022,0.4
Y6D2QRO3,Weekend promotion,02-11-2021,29-12-2021,0.6
IS9F8CPG,Free shipping offer,11-05-2021,31-05-2021,0.6
TK7D58V8,Friend referral bonus,07-04-2022,24-05-2022,0.6
H2J8U1CN,Weekend promotion,19-09-2023,13-11-2023,0.3
TB7CAYGW,Clearance blowout,08-05-2021,01-06-2021,0.4
LDK51BFY,Clearance blowout,09-06-2021,22-06-2021,0.7
01WG27E1,Members-only offer,18-07-2022,04-08-2022,0.6
AP9AOT54,Flash sale items,18-08-2023,19-08-2023,0.5
314ED9AQ,Limited-time deal,09-02-2021,11-02-2021,0.3
XASFML6B,Free shipping offer,16-10-2021,11-11-2021,0.3
P9MFLZSD,First-order discount,23-09-2022,19-10-2022,0.4
R8A2CXMJ,First-order discount,16-03-2022,01-05-2022,0.6
2AR094IX,Clearance blowout,28-02-2021,17-03-2021,0.3
HM5XO1X9,Buy One Get One,02-08-2024,12-09-2024,0.8
RE71DCMW,Flash sale items,08-09-2024,13-10-2024,0.4
TTDWA01F,Members-only offer,13-02-2022,19-03-2022,0.8
86DMGI42,Limited-time deal,15-09-2022,16-10-2022,0.2
IENZFLFY,Friend referral bonus,02-08-2023,10-09-2023,0.5
H4SPYOFJ,Friend referral bonus,10-07-2024,12-08-2024,0.3
3CDXL1YI,Buy One Get One,12-11-2024,09-01-2025,0.2
4BQW4JTA,Weekend promotion,09-11-2023,28-12-2023,0.3
6EY0HYZL,Weekend promotion,17-04-2022,09-06-2022,0.4
NVVNEH14,Clearance blowout,28-04-2022,14-06-2022,0.2
TNU3PWNE,Flash sale items,09-01-2023,17-02-2023,0.3
YU7YL6IB,Members-only offer,21-11-2024,11-01-2025,0.4
SASS5EM0,Friend referral bonus,05-02-2025,19-02-2025,0.5
TR791POB,Flash sale items,06-10-2020,01-11-2020,0.7
2W9MD3E3,Limited-time deal,11-05-2024,05-06-2024,0.7
N62Y5HHB,First-order discount,08-10-2020,29-11-2020,0.4
35RSTWLX,Weekend promotion,06-07-2023,01-09-2023,0.4
MG5O65N4,Clearance blowout,24-11-2023,31-12-2023,0.6
YLF6W2FF,Buy One Get One,18-07-2024,18-08-2024,0.2
ZVQXUANA,First-order discount,28-06-2020,15-07-2020,0.7
25NXED12,First-order discount,02-06-2020,16-06-2020,0.1
RDM39AB6,Free shipping offer,30-04-2022,29-05-2022,0.7
TQH3WA27,Weekend promotion,09-08-2020,01-10-2020,0.6
VTLZV375,Clearance blowout,20-05-2024,12-06-2024,0.3
S34DAHL1,Free shipping offer,02-12-2022,24-12-2022,0.6
M5XC5OS9,Free shipping offer,05-09-2020,10-09-2020,0.1
G2PN2PXE,Clearance blowout,07-04-2022,21-04-2022,0.5
VQ4IVSA0,Flash sale items,12-06-2020,02-07-2020,0.7
8RADB113,Friend referral bonus,14-11-2021,11-01-2022,0.3
1MT2NB39,Weekend promotion,18-10-2021,22-10-2021,0.3
QTEA8Q1R,Free shipping offer,28-11-2020,18-12-2020,0.3
YP3UV95J,Friend referral bonus,26-05-2023,18-06-2023,0.4
MY1U4JXV,Seasonal special,17-11-2023,05-01-2024,0.5
A5TGV53K,Clearance blowout,08-12-2022,29-12-2022,0.6
I4WMXN35,Members-only offer,04-03-2022,26-04-2022,0.3
NLFGZQIZ,Friend referral bonus,30-05-2023,01-07-2023,0.5
GFTRDQI6,Seasonal special,26-12-2021,31-12-2021,0.2
WSJQPUVY,Buy One Get One,08-10-2023,05-11-2023,0.2
KRCMQH7E,Seasonal special,05-05-2022,11-05-2022,0.5
BR6XBVNA,Buy One Get One,08-03-2025,15-03-2025,0.8
5Z1FQAZ6,Seasonal special,03-07-2021,12-08-2021,0.3
Z54CBZMC,Limited-time deal,07-05-2021,01-07-2021,0.5
Z6CVHJ3A,Friend referral bonus,04-04-2020,08-05-2020,0.4
SJGX5Z9T,First-order discount,30-07-2024,03-08-2024,0.4
JU7K38XY,First-order discount,14-07-2024,25-07-2024,0.5
LQNHCOB8,Friend referral bonus,12-04-2022,14-05-2022,0.5
3CCM8GPM,Weekend promotion,18-07-2023,07-09-2023,0.8
UYHJH2AH,Buy One Get One,17-07-2022,12-08-2022,0.4
PUR9T1FP,Members-only offer,10-10-2023,08-12-2023,0.2
7J3KCWBF,Weekend promotion,09-07-2020,01-09-2020,0.7
S9CMOIQG,Limited-time deal,04-06-2021,16-07-2021,0.4
GRP03BYR,Seasonal special,20-12-2023,22-12-2023,0.6
NTM2AM8M,Flash sale items,22-01-2024,22-03-2024,0.1
4B0IUWNK,Flash sale items,27-11-2020,05-01-2021,0.4
069RAIJ3,Members-only offer,10-03-2024,18-04-2024,0.5
73NJL5TF,Members-only offer,09-10-2022,19-11-2022,0.4
5G79CIU2,Buy One Get One,01-08-2021,06-08-2021,0.6
XL0VE4GZ,Weekend promotion,07-06-2023,25-07-2023,0.5
F2VHFPMQ,Clearance blowout,08-07-2022,28-08-2022,0.6
G60S5IDZ,Friend referral bonus,08-01-2022,19-02-2022,0.6
UJ4363WU,Members-only offer,26-10-2021,21-11-2021,0.6
DTLCE5QR,First-order discount,12-03-2025,22-03-2025,0.3
IMONF340,First-order discount,07-07-2023,05-08-2023,0.2
13JJ8OEO,Friend referral bonus,25-02-2025,01-04-2025,0.2
I08FX80A,Limited-time deal,08-04-2020,27-05-2020,0.1
UH13B969,Seasonal special,29-01-2021,06-03-2021,0.7
JX3KSWH6,Free shipping offer,27-03-2024,26-05-2024,0.5
LVL7WUQ7,Seasonal special,25-02-2021,28-02-2021,0.2
A05223R8,Seasonal special,02-02-2022,09-03-2022,0.4
4M475OQZ,Free shipping offer,16-07-2022,08-09-2022,0.7
O0B5JQGY,Friend referral bonus,25-09-2021,12-10-2021,0.6
4HLQ75C1,Limited-time deal,08-06-2023,18-06-2023,0.4
0L17PT83,Flash sale items,11-04-2023,28-05-2023,0.7
LMYUSHO7,Free shipping offer,12-05-2021,28-05-2021,0.2
QUM8D3AI,Friend referral bonus,02-06-2023,10-06-2023,0.8
2RD6ICR6,First-order discount,19-04-2021,10-06-2021,0.6
QDEEX48S,Limited-time deal,06-03-2021,15-04-2021,0.7
OMV8A8SH,Flash sale items,18-03-2025,06-04-2025,0.2
M4PQ43CC,Seasonal special,12-07-2020,10-08-2020,0.8
NYR6GA45,First-order discount,14-05-2020,20-06-2020,0.1
JSDXYIH2,Weekend promotion,10-02-2021,15-02-2021,0.2
A7OOY6ER,First-order discount,18-01-2024,12-03-2024,0.6
HCVGTGJV,Seasonal special,07-07-2022,28-08-2022,0.2
9VL7MN15,Friend referral bonus,29-01-2024,18-02-2024,0.8
97J1UGID,Seasonal special,23-02-2023,22-03-2023,0.5
W8RH5HS0,Weekend promotion,15-09-2022,22-09-2022,0.3
JBWH6PEK,Flash sale items,18-03-2022,01-05-2022,0.7
HK5SD6VH,Members-only offer,07-02-2022,26-02-2022,0.5
DKP10C3J,First-order discount,15-02-2024,13-03-2024,0.7
2YCEHXG6,First-order discount,21-05-2020,08-06-2020,0.3
6NKQ3CK2,Friend referral bonus,16-01-2023,11-03-2023,0.5
0GUIKSYJ,Buy One Get One,27-01-2022,07-03-2022,0.1
JTST4943,Weekend promotion,17-12-2021,24-01-2022,0.4
K1Z1ETT8,Flash sale items,03-11-2024,11-12-2024,0.6
3WE7GMSK,Free shipping offer,27-08-2021,31-08-2021,0.6
7PHWDRNK,Flash sale items,14-09-2022,19-09-2022,0.8
ELACQ70U,Seasonal special,07-03-2022,28-03-2022,0.8
UTUQTFJN,First-order discount,25-01-2022,09-02-2022,0.8
HEW0YNPI,Weekend promotion,01-04-2024,22-04-2024,0.2
MI6KJ2X4,Buy One Get One,29-01-2023,14-03-2023,0.6
8TVF8XDG,First-order discount,27-06-2022,21-08-2022,0.6
H4T35E1T,Friend referral bonus,28-09-2020,07-10-2020,0.2
QB9NT6ND,Clearance blowout,20-03-2024,28-03-2024,0.8
6CRULZC0,First-order discount,22-10-2020,27-11-2020,0.4
MWZ5YRDB,Weekend promotion,02-03-2025,13-04-2025,0.4
PBBW1PEV,Free shipping offer,28-10-2023,03-12-2023,0.3
JMT1PM42,Weekend promotion,25-02-2025,19-03-2025,0.4
